City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Quang Ngai,VN,15.1167,108.8,90.55,56,73,10.56,broken clouds
347,Hauterive,FR,46.0901,3.4459,65.16,64,0,2.62,clear sky
348,Henties Bay,NA,-22.116,14.2845,62.89,52,0,5.88,clear sky
349,Urumqi,CN,43.801,87.6005,90.55,17,0,8.95,clear sky
350,Huarmey,PE,-10.0681,-78.1522,61.45,87,51,9.84,broken clouds
351,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.24,100,100,3.44,heavy snow
352,Polignano A Mare,IT,40.9959,17.2159,85.68,45,0,6.11,clear sky
353,Aklavik,CA,68.2191,-135.0107,64.99,60,92,6.76,overcast clouds
354,Half Moon Bay,US,37.4636,-122.4286,63.1,84,100,13.8,mist
355,Kaitangata,NZ,-46.2817,169.8464,42.22,86,97,4.47,overcast clouds
356,Erzin,TR,36.9559,36.2,83.21,33,0,6.91,clear sky
357,Sao Joao Dos Patos,BR,-6.495,-43.7022,65.95,69,79,3.53,broken clouds
358,Itarema,BR,-2.9248,-39.9167,75.81,80,55,11.7,broken clouds
359,Necochea,AR,-38.5473,-58.7368,46.17,57,100,6.22,moderate rain
360,Suraabad,AZ,40.8192,49.4687,79.86,65,0,21.45,clear sky
361,Parana,AR,-31.732,-60.5238,56.55,91,100,6.11,light rain
362,Muhos,FI,64.808,25.9931,66.88,85,91,6.49,overcast clouds
363,Huron,US,41.1501,-82.5499,75.76,83,0,8.86,clear sky
364,Manicore,BR,-5.8092,-61.3003,75.15,94,0,3.44,clear sky
365,Kahului,US,20.8947,-156.47,80.62,72,20,21.85,few clouds
366,Ust-Kut,RU,56.7938,105.7672,77.18,40,100,5.53,overcast clouds
367,Baykit,RU,61.67,96.37,76.77,41,26,7.34,scattered clouds
368,Yanagawa,JP,33.1667,130.4,85.95,58,40,13.8,scattered clouds
369,Mayo,US,38.8876,-76.5119,81.18,86,0,6.91,clear sky
370,Tanout,NE,14.9709,8.8879,84.07,48,91,7.34,overcast clouds
371,San Andres,CO,12.5847,-81.7006,77.02,100,40,11.5,scattered clouds
372,Iberia,US,29.9502,-91.7507,82.47,83,0,0.0,clear sky
373,Pointe Michel,DM,15.25,-61.3833,80.58,74,7,17.2,clear sky
374,Sept-Iles,CA,50.2001,-66.3821,61.32,93,100,12.66,overcast clouds
375,Doka,SD,13.5167,35.7667,76.12,71,43,9.4,scattered clouds
376,Juneau,US,58.3019,-134.4197,57.22,95,100,9.22,overcast clouds
377,Amlame,TG,7.4667,0.9,70.09,95,85,2.13,overcast clouds
378,Kayerkan,RU,69.3497,87.7602,68.52,59,44,14.41,scattered clouds
379,Gangtok,IN,27.3333,88.6167,66.99,93,100,0.85,overcast clouds
380,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,82,100,12.66,overcast clouds
381,Yar-Sale,RU,66.8333,70.8333,44.29,94,100,14.18,light rain
382,Ulaanbaatar,MN,47.9077,106.8832,59.13,67,75,13.42,broken clouds
383,Gamba,GA,-2.65,10.0,70.84,88,96,8.77,overcast clouds
384,Pampa,US,35.5362,-100.9599,81.55,53,0,16.11,clear sky
385,Hailar,CN,49.2,119.7,88.02,32,20,4.38,few clouds
386,Belaya Gora,RU,68.5333,146.4167,68.29,29,2,9.64,clear sky
387,Pimentel,PE,-6.8367,-79.9342,61.29,91,52,9.46,broken clouds
388,Isla Mujeres,MX,21.2311,-86.731,82.17,79,28,12.19,scattered clouds
389,Vagur,FO,61.4732,-6.8119,50.61,78,87,5.23,overcast clouds
390,Flin Flon,CA,54.7682,-101.865,50.9,83,100,9.31,overcast clouds
391,Kirakira,SB,-10.4544,161.9205,82.65,74,54,3.76,broken clouds
392,Manoel Urbano,BR,-8.8389,-69.2597,70.43,68,12,1.59,few clouds
393,Krasnoselkup,RU,65.7,82.4667,51.28,85,100,3.83,overcast clouds
394,Cobija,BO,-11.0267,-68.7692,69.94,61,2,2.35,clear sky
395,Beaverlodge,CA,55.2166,-119.4361,60.15,75,84,3.56,broken clouds
396,Atar,MR,20.5169,-13.0499,84.22,49,10,4.61,clear sky
397,Anadyr,RU,64.75,177.4833,57.7,58,75,17.9,broken clouds
398,Tres Lagoas,BR,-20.7511,-51.6783,66.97,45,23,5.84,few clouds
399,Tyrma,RU,50.0833,132.1667,76.28,49,61,6.71,broken clouds
400,Milkovo,RU,54.7167,158.6167,73.49,54,46,8.77,scattered clouds
401,Havelock,US,34.8791,-76.9013,82.35,93,20,9.22,few clouds
402,Toro,CO,4.6117,-76.0814,72.28,98,100,0.69,overcast clouds
403,Camopi,GF,3.1655,-52.3158,70.21,99,77,1.57,broken clouds
404,Muisne,EC,0.6,-80.0333,73.04,86,100,7.83,overcast clouds
405,Longhua,CN,23.6137,114.1919,100.87,37,1,3.91,clear sky
406,Lianzhou,CN,24.7811,112.3825,96.8,48,8,3.65,clear sky
407,Acari,PE,-15.4311,-74.6158,62.56,78,25,3.85,scattered clouds
408,Lorengau,PG,-2.0226,147.2712,84.47,71,59,8.63,broken clouds
409,Pringsewu,ID,-5.3582,104.9744,81.91,82,98,4.38,light rain
410,Saint Albans,GB,51.75,-0.3333,63.64,81,100,6.91,overcast clouds
411,Eureka,US,40.8021,-124.1637,59.67,86,45,5.01,scattered clouds
412,Riyadh,SA,24.6877,46.7219,98.74,12,41,17.78,scattered clouds
413,Udaipura,IN,23.0833,78.5,79.48,85,100,6.64,overcast clouds
414,Pangody,RU,65.85,74.4859,46.85,75,100,8.46,overcast clouds
415,Delcevo,MK,41.9672,22.7694,77.92,34,0,2.42,clear sky
416,Flekkefjord,NO,58.2971,6.6607,62.94,58,100,4.79,overcast clouds
417,Port Hawkesbury,CA,45.6169,-61.3485,68.97,99,100,5.99,mist
418,Pangnirtung,CA,66.1451,-65.7125,43.34,85,18,4.38,few clouds
419,Sheridan,US,44.8333,-106.9173,69.93,31,0,6.91,clear sky
420,Thyboron,DK,56.6985,8.2124,57.18,85,98,22.68,light rain
421,Seymchan,RU,62.8833,152.4333,67.46,39,2,4.45,clear sky
422,Roald,NO,62.5833,6.1333,56.75,93,100,3.44,overcast clouds
423,Wanning,CN,18.8003,110.3967,87.42,66,18,6.91,few clouds
424,Tanete,ID,-3.9443,119.7848,86.56,63,39,12.48,scattered clouds
425,Sioux Lookout,CA,50.1001,-91.917,60.87,88,100,5.75,overcast clouds
426,Yumen,CN,40.2833,97.2,84.61,13,0,11.7,clear sky
427,Ati,TD,13.2154,18.3353,80.37,67,100,7.36,overcast clouds
428,Bad Kissingen,DE,50.2,10.0833,63.41,78,7,2.86,clear sky
429,Savannah Bight,HN,16.45,-85.85,81.86,80,17,18.1,few clouds
430,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.81,87,6,5.26,clear sky
431,Walvis Bay,NA,-22.9575,14.5053,65.35,29,0,14.97,clear sky
432,Muravlenko,RU,63.7898,74.523,58.46,43,88,6.82,overcast clouds
433,Marfino,RU,55.7028,37.3822,69.94,62,0,13.42,clear sky
434,Manuk Mangkaw,PH,4.8,119.85,83.61,71,68,3.8,broken clouds
435,Kenora,CA,49.8167,-94.4337,67.17,72,20,9.22,few clouds
436,Comodoro Rivadavia,AR,-45.8667,-67.5,31.86,55,0,8.05,clear sky
437,Betsiamites,CA,48.9413,-68.646,68.4,100,100,2.98,heavy intensity rain
438,Senanga,ZM,-16.1167,23.2667,59.16,57,87,3.53,overcast clouds
439,Sisimiut,GL,66.9395,-53.6735,45.68,90,100,4.76,overcast clouds
440,Saldanha,ZA,-33.0117,17.9442,39.25,82,100,7.27,overcast clouds
441,Broken Hill,AU,-31.95,141.4333,62.15,49,90,15.7,overcast clouds
442,Epe,NG,6.5841,3.9834,75.13,86,100,3.78,overcast clouds
443,Joniskis,LT,56.2403,23.6153,72.52,71,5,5.01,clear sky
444,Boone,US,39.0334,-92.3335,78.62,67,0,3.69,clear sky
445,Kavaratti,IN,10.5669,72.642,81.1,80,100,20.98,overcast clouds
446,Kikwit,CD,-5.041,18.8162,75.79,64,67,0.76,broken clouds
447,Gazanjyk,TM,39.2446,55.5154,94.37,36,0,15.68,clear sky
448,Ishigaki,JP,24.3448,124.1572,91.53,70,40,13.8,scattered clouds
449,Carutapera,BR,-1.195,-46.02,73.62,92,20,1.9,few clouds
450,Sechura,PE,-5.5569,-80.8222,62.2,83,73,9.28,broken clouds
451,Meadow Lake,US,34.8014,-106.5436,85.48,41,76,6.08,broken clouds
452,Arica,CL,-18.475,-70.3042,59.23,82,100,2.3,overcast clouds
453,Kushiro,JP,42.975,144.3747,68.95,83,75,11.5,light rain
454,Bagdarin,RU,54.4333,113.6,78.49,47,100,7.81,overcast clouds
455,Talnakh,RU,69.4865,88.3972,69.21,48,33,16.04,light rain
456,Vieste,IT,41.8825,16.175,82.0,49,0,3.85,clear sky
457,Kilindoni,TZ,-7.9139,39.6668,76.3,69,12,11.74,few clouds
458,Ust-Omchug,RU,61.15,149.6333,68.74,53,75,7.27,broken clouds
459,Clearlake,US,38.9582,-122.6264,66.24,41,0,6.22,clear sky
460,Novyy Urengoy,RU,66.0833,76.6333,48.72,74,100,6.91,overcast clouds
461,Guadalupe Y Calvo,MX,26.1,-106.9667,56.8,86,93,5.84,overcast clouds
462,Yulara,AU,-25.2406,130.9889,77.95,18,0,11.23,clear sky
463,Kenai,US,60.5544,-151.2583,52.14,97,100,4.61,light rain
464,Jiwani,PK,25.05,61.7417,84.09,80,100,10.4,overcast clouds
465,Pindiga,NG,9.9833,10.9333,69.8,95,96,9.31,overcast clouds
466,Isangel,VU,-19.55,169.2667,77.79,77,45,9.91,scattered clouds
467,Verkh-Chebula,RU,56.0308,87.6218,67.98,76,100,16.06,light rain
468,Linguere,SN,15.3953,-15.1193,79.2,80,99,5.06,light rain
469,Tevriz,RU,57.509,72.4042,69.3,42,66,8.81,broken clouds
470,Pacific Grove,US,36.6177,-121.9166,58.24,94,100,15.01,overcast clouds
471,Faya,SA,18.3851,42.4509,68.52,31,18,1.25,few clouds
472,Wynyard,AU,-41.0,145.7167,54.95,90,95,14.29,overcast clouds
473,Hamilton,US,39.1834,-84.5333,76.05,83,0,6.91,clear sky
474,Mandal,IN,25.45,74.5667,85.57,65,99,9.35,overcast clouds
475,Jumla,NP,29.2747,82.1838,72.72,71,98,4.34,overcast clouds
476,Port Macquarie,AU,-31.4333,152.9167,59.9,79,99,16.13,overcast clouds
477,Svobodnyy,RU,51.4,128.1333,84.7,36,20,10.29,few clouds
478,Noumea,NC,-22.2763,166.4572,80.01,99,99,9.93,overcast clouds
479,Zhigansk,RU,66.7697,123.3711,56.55,97,100,20.51,light rain
480,Trairi,BR,-3.2778,-39.2689,75.54,83,64,7.74,broken clouds
481,Estevan,CA,49.1334,-102.9842,64.74,88,0,8.05,clear sky
482,Santiago,CL,-33.4569,-70.6483,58.98,60,0,6.91,haze
483,Barra Patuca,HN,15.8,-84.2833,79.09,87,77,10.22,broken clouds
484,Severnoye,RU,56.3491,78.3619,58.42,97,98,10.22,light rain
485,Tateyama,JP,34.9833,139.8667,85.93,84,75,12.66,broken clouds
486,La Ronge,CA,55.1001,-105.2842,59.25,72,40,8.05,scattered clouds
487,Campo Verde,BR,-20.4167,-54.0667,64.17,44,52,3.76,broken clouds
488,Dhidhdhoo,MV,6.8833,73.1,81.7,77,100,17.92,overcast clouds
489,Fairbanks,US,64.8378,-147.7164,64.74,70,75,4.61,light rain
490,Pisco,PE,-13.7,-76.2167,60.85,77,75,4.61,broken clouds
491,Champerico,GT,14.3,-91.9167,80.33,81,100,1.3,overcast clouds
492,Zajecar,RS,43.9036,22.2641,80.31,35,0,3.13,clear sky
493,Srednekolymsk,RU,67.45,153.6833,63.16,33,2,8.46,clear sky
494,Ayagoz,KZ,47.9714,80.4392,87.46,24,71,4.63,broken clouds
495,Bourail,NC,-21.5667,165.4833,76.1,84,100,9.8,overcast clouds
496,Kysyl-Syr,RU,63.8986,122.7617,70.9,59,88,6.38,overcast clouds
497,Najran,SA,17.4924,44.1277,88.45,31,16,7.65,few clouds
498,Grand Baie,MU,-20.0182,57.5802,68.47,78,43,8.99,light rain
499,Bafq,IR,31.6128,55.4107,98.37,10,0,1.99,clear sky
500,Kumano,JP,34.3442,132.5894,85.12,66,47,9.46,light rain
501,Turkistan,KZ,43.0,68.0,110.23,10,0,13.98,clear sky
502,Tessalit,ML,20.1986,1.0114,84.7,43,0,4.32,clear sky
503,Bam,IR,29.106,58.357,102.65,9,11,7.11,few clouds
504,Emerald,AU,-23.5333,148.1667,70.34,38,10,13.71,clear sky
505,Alta Floresta,BR,-9.8756,-56.0861,66.49,53,0,2.13,clear sky
506,Uxbridge,US,42.0773,-71.6295,75.6,91,19,5.01,few clouds
507,Kamaishi,JP,39.2667,141.8833,72.48,99,100,11.95,light rain
508,Takoradi,GH,4.8845,-1.7554,72.75,80,37,5.01,scattered clouds
509,Vanavara,RU,60.34,102.2797,78.82,37,74,7.47,broken clouds
510,Neuquen,AR,-38.9516,-68.0591,44.49,76,0,6.91,clear sky
511,Sena Madureira,BR,-9.0656,-68.6569,69.64,66,17,0.78,few clouds
512,Constitucion,CL,-35.3333,-72.4167,51.22,80,56,6.76,broken clouds
513,Qui Nhon,VN,13.7667,109.2333,84.22,72,86,8.99,overcast clouds
514,Kodinsk,RU,58.6881,99.1844,82.08,34,74,10.33,broken clouds
515,Gushikawa,JP,26.3544,127.8686,89.6,77,75,10.36,broken clouds
516,Salto Del Guaira,PY,-24.0625,-54.3069,66.09,69,71,5.28,broken clouds
517,Tyret Pervaya,RU,53.6703,102.3106,70.21,55,100,11.5,overcast clouds
518,Kavieng,PG,-2.5744,150.7967,82.81,76,99,8.41,overcast clouds
519,Tahe,CN,52.3333,124.7333,83.41,38,23,7.29,few clouds
520,Itambe,BR,-15.245,-40.6244,64.13,93,84,1.54,broken clouds
521,Jega,NG,12.2175,4.3792,78.46,76,91,6.22,overcast clouds
522,Ibipeba,BR,-11.6408,-42.0111,59.16,94,1,5.95,clear sky
523,Sestri Levante,IT,44.2732,9.3968,82.51,76,0,2.42,clear sky
524,Libertador General San Martin,AR,-23.8064,-64.7876,57.97,69,3,2.51,clear sky
525,Hay River,CA,60.8156,-115.7999,57.18,82,18,6.91,few clouds
526,Inhambane,MZ,-23.865,35.3833,58.98,100,20,0.0,fog
527,Ambositra,MG,-20.5167,47.25,53.78,75,99,3.94,overcast clouds
528,Haines Junction,CA,60.7522,-137.5108,57.15,47,44,8.05,scattered clouds
529,Huicheng,CN,23.0385,116.2899,90.25,67,3,10.8,clear sky
530,Cardston,CA,49.2,-113.3019,66.29,37,31,6.91,scattered clouds
531,Yarmouth,US,41.7057,-70.2286,77.11,92,100,9.22,mist
532,Tongren,CN,27.7172,109.1853,93.61,51,79,9.33,broken clouds
533,Grand-Santi,GF,4.25,-54.3833,71.22,100,99,1.83,overcast clouds
534,Cananea,MX,30.95,-110.3,75.85,58,78,1.07,broken clouds
535,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,2.3,overcast clouds
536,Nanortalik,GL,60.1432,-45.2371,46.13,86,4,6.76,clear sky
537,Bilibino,RU,68.0546,166.4372,43.59,66,100,5.28,overcast clouds
538,Suoyarvi,RU,62.0833,32.35,74.82,54,90,8.19,overcast clouds
539,Aleksandrov Gay,RU,50.147,48.5704,77.36,39,0,4.41,clear sky
540,Alugan,PH,12.2188,125.4808,84.16,77,77,6.73,broken clouds
541,Gold Coast,AU,-28.0,153.4333,65.44,84,100,18.41,light rain
542,Sinazongwe,ZM,-17.2614,27.4618,67.46,53,2,1.86,clear sky
543,Mabaruma,GY,8.2,-59.7833,73.29,97,98,2.77,overcast clouds
544,Krupina,SK,48.3554,19.0647,77.45,38,79,1.05,broken clouds
545,Magdagachi,RU,53.45,125.8,82.96,38,28,7.92,scattered clouds
546,Chumikan,RU,54.7183,135.315,59.14,83,94,9.51,overcast clouds
547,Kiruna,SE,67.8557,20.2251,52.72,76,100,0.0,overcast clouds
548,Tombouctou,ML,20.0,-3.0,86.85,48,22,7.45,few clouds
549,Enshi,CN,30.3,109.4833,87.35,66,100,8.21,overcast clouds
550,Grants,US,35.1473,-107.8514,73.63,38,80,10.36,broken clouds
551,Aboisso,CI,5.4678,-3.2071,69.64,88,75,0.67,broken clouds
552,Bemidji,US,47.4736,-94.8803,68.09,78,0,9.22,clear sky
553,Mormugao,IN,15.4,73.8,81.66,78,75,11.5,broken clouds
554,Singapore,SG,1.2897,103.8501,89.74,73,40,8.05,light rain
555,Mestia,GE,43.0458,42.7278,59.9,90,97,4.25,overcast clouds
556,Alofi,NU,-19.0595,-169.9187,75.09,83,28,6.91,scattered clouds
557,Bobo Dioulasso,BF,11.1771,-4.2979,73.85,94,0,2.3,clear sky
558,Westport,US,41.1415,-73.3579,81.95,84,0,4.61,clear sky
559,Yenagoa,NG,4.9247,6.2642,72.73,91,52,3.83,broken clouds
560,Xudat,AZ,41.631,48.681,80.69,58,3,12.62,clear sky
561,Fairview,US,40.8126,-73.999,85.53,60,0,5.99,clear sky
562,Belica,BG,41.9569,23.5725,79.81,41,0,1.14,clear sky
563,Banda Aceh,ID,5.5577,95.3222,87.19,61,98,9.93,overcast clouds
564,Eskilstuna,SE,59.3666,16.5077,67.73,84,100,8.28,overcast clouds
565,Coihaique,CL,-45.5752,-72.0662,24.75,93,20,3.44,few clouds
566,Xinzhou,CN,38.4092,112.7333,69.48,66,100,12.57,overcast clouds
567,Paita,PE,-5.0892,-81.1144,62.15,85,41,9.48,scattered clouds
568,Saint-Georges,GD,12.0564,-61.7485,80.96,77,100,12.82,overcast clouds
569,Oytal,KZ,42.9057,73.2697,100.15,10,0,7.92,clear sky
570,Nachalovo,RU,46.338,48.2013,80.53,50,0,6.71,clear sky
571,Skibotn,NO,69.3913,20.2679,56.19,83,89,4.18,overcast clouds
572,Sydney,AU,-33.8679,151.2073,62.37,82,75,18.41,light rain
573,Hartselle,US,34.4434,-86.9353,78.48,98,54,1.14,broken clouds
574,Bilma,NE,18.6853,12.9164,89.78,35,77,5.28,broken clouds
575,Sao Felix Do Xingu,BR,-6.6447,-51.995,68.2,58,14,2.06,few clouds
576,San Pedro,PH,14.35,121.0167,91.26,70,40,8.05,scattered clouds
577,Saint-Joseph,RE,-21.3667,55.6167,72.21,65,22,10.56,few clouds
578,Chardara,KZ,41.2547,67.9692,97.25,16,0,10.89,clear sky
579,Nago,JP,26.5881,127.9761,90.45,74,5,11.72,clear sky
580,Chunhuhub,MX,19.55,-88.6833,73.0,98,2,2.55,clear sky
581,Ugoofaaru,MV,5.6667,73.0,82.18,77,99,18.01,overcast clouds
582,Yei,SS,4.095,30.6779,71.35,83,28,5.3,scattered clouds
583,Casino,AU,-28.8667,153.05,59.77,83,97,11.79,overcast clouds
584,Sinnamary,GF,5.3833,-52.95,75.88,90,53,6.17,broken clouds
585,Bitung,ID,1.4451,125.1824,92.25,78,24,12.24,few clouds
586,Kruisfontein,ZA,-34.0033,24.7314,50.67,60,64,7.78,broken clouds
587,Bathsheba,BB,13.2167,-59.5167,81.21,89,20,14.97,few clouds
588,Prado,BR,-17.3411,-39.2208,68.72,90,44,3.29,scattered clouds
589,Gazli,UZ,40.1333,63.45,107.67,9,0,21.65,clear sky
590,Svetlogorsk,BY,52.6333,29.7333,65.08,73,1,8.77,clear sky
591,Hami,CN,42.8,93.45,91.47,14,0,7.45,clear sky
592,Russell,US,32.3502,-85.1999,74.12,94,20,3.44,few clouds
593,Lamar,US,33.6668,-95.5836,75.63,78,0,0.0,clear sky
594,Nieuw Amsterdam,SR,5.8833,-55.0833,77.02,89,47,6.82,scattered clouds
595,Guaymas,MX,27.9333,-110.9,93.88,44,52,6.46,broken clouds
596,Leshukonskoye,RU,64.8989,45.7622,67.98,39,81,5.17,broken clouds
597,Bom Jesus,BR,-9.0744,-44.3586,64.89,63,41,1.41,scattered clouds
598,Turayf,SA,31.6725,38.6637,79.05,50,0,12.66,clear sky
599,Kempsey,AU,-31.0833,152.8333,59.95,81,100,5.01,overcast clouds
600,Mkuranga,TZ,-7.118,39.2078,68.99,73,9,5.91,light rain
601,Mitu,CO,1.1983,-70.1733,68.85,99,83,2.17,broken clouds
602,Balezino,RU,57.9796,53.0106,69.78,65,17,6.13,few clouds
603,Allahabad,IN,25.45,81.85,93.09,50,100,4.72,overcast clouds
604,Ambilobe,MG,-13.2,49.05,80.35,41,0,12.39,clear sky
605,Shimoda,JP,34.6667,138.95,91.11,78,3,13.13,clear sky
606,Tiarei,PF,-17.5333,-149.3333,75.22,77,20,13.35,light rain
607,Strezhevoy,RU,60.7333,77.5889,64.98,59,100,13.24,overcast clouds
608,Zarya,RU,55.7553,38.0958,70.18,63,11,12.8,few clouds
609,Victoria Point,AU,-27.5833,153.3,65.17,82,100,11.99,light rain
610,Scarborough,GB,54.2797,-0.4044,56.93,86,100,5.35,overcast clouds
611,Shubarkuduk,KZ,49.1447,56.4872,82.6,28,100,4.7,overcast clouds
612,Grong,NO,64.4654,12.3149,51.08,98,100,5.48,overcast clouds
613,Constanta,RO,44.1833,28.65,75.88,40,0,10.69,clear sky
614,Dobrinka,RU,52.1653,40.4731,58.89,89,100,9.1,light rain
615,Elizabeth City,US,36.2946,-76.2511,80.62,93,0,6.91,clear sky
616,Santiago Del Estero,AR,-27.7951,-64.2615,62.13,81,4,7.38,clear sky
617,Talara,PE,-4.5772,-81.2719,63.0,85,58,9.57,broken clouds
618,Ndele,CF,8.4109,20.6473,69.04,96,100,2.3,overcast clouds
619,Rodrigues Alves,BR,-7.738,-72.6509,69.6,76,37,1.59,scattered clouds
620,Graaff-Reinet,ZA,-32.2522,24.5308,53.38,41,71,9.55,broken clouds
621,Usinsk,RU,65.9939,57.5281,56.14,48,53,12.88,broken clouds
622,Bowen,AU,-20.0167,148.2333,73.71,49,0,8.14,clear sky
623,Lenoir,US,35.2335,-77.6497,79.09,94,0,6.91,clear sky
624,Ayan,RU,56.45,138.1667,58.91,87,97,4.0,overcast clouds
625,Samana,DO,19.2056,-69.3369,78.1,89,94,8.99,overcast clouds
626,Chandil,IN,22.9667,86.05,89.4,62,98,7.7,overcast clouds
627,Cartagena,CO,10.3997,-75.5144,82.02,83,75,6.91,broken clouds
628,Riberalta,BO,-10.9833,-66.1,69.24,62,0,1.9,clear sky
629,Tibacuy,CO,4.3511,-72.4564,70.32,94,71,1.77,broken clouds
630,Labuhan,ID,-6.8844,112.2051,86.31,60,91,6.04,overcast clouds
631,Balabac,PH,7.9868,117.0645,84.67,70,38,2.35,scattered clouds
632,Gainesville,US,29.6516,-82.3248,77.76,88,0,0.0,clear sky
633,Marzuq,YE,14.4,46.4667,82.33,46,15,9.28,few clouds
634,Casma,CL,-41.0082,-73.1244,40.28,99,100,2.13,overcast clouds
635,Uthal,PK,25.8072,66.6219,88.25,70,100,5.19,overcast clouds
636,Bogotol,RU,56.2078,89.5342,67.75,81,100,11.14,light rain
637,Bell Ville,AR,-32.6259,-62.6887,52.14,63,0,1.95,clear sky
638,Levelland,US,33.5873,-102.378,79.2,68,53,5.12,broken clouds
639,Dire Dawa,ET,9.5931,41.8661,75.18,54,38,17.29,scattered clouds
640,Aksu,CN,41.1231,80.2644,92.8,14,0,2.53,clear sky
641,Iracoubo,GF,5.4802,-53.2011,75.58,91,56,6.67,broken clouds
642,Tall Kayf,TR,37.0833,41.0667,89.98,26,0,1.03,clear sky
643,Baoning,CN,25.3378,110.026,93.06,55,75,11.18,broken clouds
644,Amapa,BR,1.0,-52.0,69.82,99,87,1.72,overcast clouds
645,Praia,CV,14.9215,-23.5087,77.54,78,75,2.3,broken clouds
646,Semey,KZ,50.4111,80.2275,82.62,36,0,8.95,clear sky
647,Mingaora,PK,34.7758,72.3625,79.05,77,100,1.21,overcast clouds
648,Gardelegen,DE,52.5252,11.3952,67.89,91,72,8.59,broken clouds
649,Wagrowiec,PL,52.8084,17.1996,73.15,75,45,5.26,scattered clouds
650,Nalut,LY,30.3333,10.85,77.09,33,0,11.36,clear sky
651,Changli,CN,39.7042,119.1506,87.94,49,95,6.46,overcast clouds
652,Itoman,JP,26.1247,127.6694,90.37,76,40,10.36,scattered clouds
653,Baruun-Urt,MN,46.6806,113.2792,73.94,50,100,22.39,light rain
654,Camacha,PT,33.0833,-16.3333,65.62,68,75,16.11,broken clouds
655,Kuryk,KZ,43.2,51.65,90.27,31,59,18.28,broken clouds
656,Tubinskiy,RU,52.8892,58.2225,69.1,52,29,3.71,scattered clouds
657,Kozhevnikovo,RU,56.2589,83.9714,62.24,88,98,9.95,overcast clouds
658,Bocas Del Toro,PA,9.3333,-82.25,78.35,83,99,6.22,overcast clouds
659,Harper,LR,4.375,-7.7169,74.21,73,100,5.17,overcast clouds
660,Chesma,RU,53.8111,60.6533,69.03,55,5,5.93,clear sky
661,Nisia Floresta,BR,-6.0911,-35.2086,73.78,95,100,6.78,overcast clouds
662,Nome,US,64.5011,-165.4064,51.87,71,100,0.0,overcast clouds
663,Freetown,SL,8.484,-13.2299,76.71,88,75,4.61,light rain
664,Otavi,NA,-19.65,17.3333,54.9,59,15,9.33,few clouds
665,Qaqortoq,GL,60.7167,-46.0333,44.49,87,22,5.86,few clouds
666,Camabatela,AO,-8.1881,15.375,59.52,80,35,2.08,scattered clouds
667,Tommot,RU,58.9564,126.2925,81.36,54,83,2.95,broken clouds
668,Donskoye,RU,45.4552,41.9741,71.91,47,18,13.6,few clouds
669,Coremas,BR,-7.0144,-37.9458,70.09,74,81,7.61,broken clouds
670,Taian,CN,36.1853,117.12,87.3,54,100,2.3,overcast clouds
671,Trat,TH,12.5,102.5,86.2,71,100,2.21,light rain
672,Jabinyanah,TN,35.035,10.9081,76.8,60,0,1.68,clear sky
673,Tahta,EG,26.7693,31.5021,85.1,28,0,13.69,clear sky
674,Tezu,IN,27.9167,96.1667,76.86,98,100,1.28,light rain
675,Chicama,PE,-7.8447,-79.1469,57.74,89,36,4.27,scattered clouds
676,Namatanai,PG,-3.6667,152.4333,83.66,71,51,8.25,broken clouds
677,Dunkwa,GH,5.9656,-1.78,66.63,91,71,1.59,broken clouds
678,Maceio,BR,-9.6658,-35.7353,74.64,88,75,3.44,broken clouds
679,Tomas Oppus,PH,10.2506,124.9831,87.85,74,85,4.07,light rain
680,Vygonichi,RU,53.0985,34.0673,64.51,72,0,13.42,clear sky
681,Dudinka,RU,69.4058,86.1778,69.62,37,31,12.59,scattered clouds
682,Todiresti,RO,47.3167,26.8333,73.76,44,0,12.19,clear sky
683,Karratha,AU,-20.7377,116.8463,79.38,55,0,11.74,clear sky
684,Along,IN,28.1667,94.7667,77.09,95,100,0.76,light rain
685,Ouesso,CG,1.6136,16.0517,70.05,97,100,2.46,overcast clouds
686,Namibe,AO,-15.1961,12.1522,60.31,93,16,1.95,few clouds
687,Orsha,BY,54.5153,30.4053,64.18,75,7,7.52,clear sky
688,Funadhoo,MV,6.15,73.2667,81.9,76,100,16.4,overcast clouds
689,Gambela,ET,8.25,34.5833,78.04,71,79,2.17,broken clouds
690,Millinocket,US,45.6573,-68.7098,73.51,94,100,0.0,overcast clouds
691,Mahajanga,MG,-15.7167,46.3167,71.62,56,20,4.61,few clouds
692,Hosangadi,IN,13.7,74.95,83.91,73,100,5.01,overcast clouds
693,Bastia,FR,42.6667,9.3333,82.29,67,0,6.91,clear sky
694,Rio Bananal,BR,-19.265,-40.3333,64.11,97,5,2.64,clear sky
695,Arlit,NE,18.7369,7.3853,91.76,16,73,11.25,broken clouds
696,Iranshahr,IR,27.2025,60.6848,95.34,46,0,6.91,clear sky
697,Kerema,PG,-7.9631,145.7785,79.86,82,72,5.26,broken clouds
698,Galle,LK,6.0367,80.217,81.68,79,97,15.57,overcast clouds
